Ocean Harbor,Chinese: Dim Sum,7,$,cheap,$12/person?,the typical dim sum,"shrimp dumplings were mostly shrimp, seemed pretty fresh",wouldn't be against it,,,
Dan Dan,Chinese: Sichuan,6,$$,kind of pricey...it's upscale chinese,"$8-10/noodles, $17 for special entrees","dan dan noodles, wontons in chili oil, dumplings in chili oil","dan dan noodles were good and huge portion, wontons were too bitter for me, dumplings were sweet. neither wontons/dumplings were that good. dan dan noodles were pretty good tho--pretty numbingly spicy",maybe,,,
Vedge,Vegan,8,$$$$,spent $50 and was still hungry...but it was really good and i forgot it was vegan,$12-16/dish,"saag paneer with curry tofu (happy hour only), rutabaga fondue, wood roasted carrot (pumpernickel, garbanzos, carrot mustard, carrot kraut), SEARED MAITAKE MUSHROOM (celery root fritter, smoked leek remoulade), pea leaves, Saffron Cheesecake (basil gel, rhubarb ice cream, black olive-pistachio crumble)","fondue was awesome--must get. saag paneer had great flavor but was insanely salty for some reason, carrot was delicious, mushroom was AMAZING. pea leaves are a ripoff--it's wandoumiao. cheesecake was delicious",yes,,,
Tria Taproom,American,8,$$,decent,"$7ish/drink, $8/apps, $15/entrees",spicy tuna tartar,"so good. no joke, the chips might be some of my favorite tortilla chips ever lol",yes,,,
Rasa Malaysian,Malaysian,7,$$$,pricey,$15/entree,"penang char kway teow, rasa malayisa nasi lemak","it's pretty good, but a bit pricey and portions aren't huge to justify it",maybe,,,
Roka Akor,Japanese,5,$$$$,pricey,"$14-18/roll, $15/app, $25-30/entree","""crispy squid"", soft shell crab roll, Crispy Prawn and Chirashi (tuna) roll, buckwheat nori gnocchi","prawn and tuna roll was pretty good, everything else was not bad, but nothing special. ""crispy squid"" was just calamari...-_-",no,,,
Tanta,Peruvian,9,$$$$,pricey,"$12-16/drinks, $18/ceviche, $32 for paella like dish, $17 for octopus app, $8 desserts, $14 for whipped potatoes w/crab","pisco sour, nikei ceviche, arroz norteno (like seafood paella), causita clasica (whipped potatoes w/king crab),","pisco sour was good, loved the causita, would get the arroz norteno again (lots of seafood, loved the calamari), the octopus was pretty good, probly would pass on the ceviche (not as good as frontera), dessert was good",wouldn't be against it,,,
Stan's Donuts,Desserts: Doughnuts,8,$,cheap,$2-4/donut,"glazed donut, biscoff pocket donut","mmm so flaky and dense while being light. couldn't taste the biscoff in the biscoff donut, maybe needs to be warm?",yes,,,
Rockit Bar and Grill,American,7,$$,not bad,,"sweet potato fries, brussel sprouts",,"to watch a game, wouldn't be against it",,,
Sunda,Asian Fusion,8,$$$$,kind of pricey,"$17/app, $18-24/roll, $30ish/entree","crispy brussel sprout salad, red dragon roll, unagi, sea urchin, duck/pork steamed buns, wagyu skirt steak, tuna tar tar avocado roll, crazy rice (seafood fried rice), oxtail pot stickers, crispy walnut shrimp","2019: omg.  Most ridiculous meal of my life.  Mom's rich friend treated us and everything but the buns was fantastic, just super expensive.  2017: crispy brussel sprout salad was one of my fav salads ever, sushi was solid. portions were surprisingly pretty big, service was fantastic (water refilled basically as soon was water was half empty)",if im not paying or for the brussel sprout salad maybe,,,
RPM Italian,Italian,6,$$$$,pretty pricey,"$18/pasta, $8-12/dessert","spinach lobster ravioli, hazelnut tartufo","lobster ravioli was delicious and full of lobster, tartufo was pretty good, but def not worth $12. this place was super classy and upscale lol",probly not,,,
Cafe Ba-Ba-Reeba,Spanish,8,$$,,,everything,,if in the area,,,
Liang's Thai Food,Thai,4,$,decent,$8/order,pad see ewe w/chicken,"i didnt even like this. bland and tasted weird, line was insanely slow. maybe i shoulda have got the pad thai",probly not,,,
Yard House,American (New),7,$$,not bad,$23/entree,"lobster garlic noodles (shrimp, crab, lobster, shiitake mushrooms, spinach, parmesan)","lots of crab and shrimp, pretty good",wouldn't be against it,,,
Asada Rico Food Cart,Mexican,7,$,cheap,$4/bfast burrito,"chorizo bfast burrito (green chili, egg, potato, cheese, chorizo)",solid. maybe better to get the express if there's a long line b/c he makes these pretty quickly?,wouldn't be against it,,,
Five on Black,Brazillian,4,$,decent,"$7/small, $9/large",some mix with the brazillian stew,"get the cheesy bread! i think i didn't get the right combo, but it's basically chipotle for brazillian food.",probly not,,,
Panzano,Italian,8,$$$,"happy hour is a steal, pricey otherwise",$6-8/HH deal,"Braised lamb & polenta rustica ravioli, pesto bucatini, brussel sprouts (fried brussels sprouts, apple cider reduction, pistachios, rosemary salt, sliced green apple (G)), meatballs, mushroom pizza, duck confit pizza, Crostata di Cioccolato (chocolate tart)","pizzas were a bit bland, bucatini and brussel sprouts were amazing, ravioli and meatballs were really good, dessert was eh",def for happy hour,,,
Mercantile Dining & Provisions,American (New),8,$$$,kind of pricey,"$14/sandwich/pasta in the market, way more expensive for dinner in the restaurant",mussels and rigatoni,"both delicious, portions were a bit small tho",yes,,,
Beast + Bottle,American (New),6,$$$$,pricey,"$13-18/app, $25-35/entree","got the 4-course menu for $65: field spinach raviolo, b + b meat board, roasted lamb navarin ($2 upcharge), halibut, black bottom banana cream pie, some white chocolate cake","raviolo was good, loved the lamb -- had a good char.; didn't love anything else. halibut was a little salty, liked the banana cream part of the pie but cookie it was on was dry and flavorless; meat plate good but not worth the money and needed more bread, white chocolate cake dessert was kind of weird",maybe for brunch,,,
Snooze,American (New),10,$$,fair,$8-12/entree,"benny duo: Chile Verde Benny and early harvest, served w/hash browns, french toast","maybe my fav eggs benedict ever? hash browns were amazing too--so crunchy. french toast was delicious--the marscapone cream was clutch. note: closes at 230 pm. chile verde: Slow cooked pulled pork over a stack of green chile sauced tortillas and melted cheese with poached cage free eggs and green chili hollandaise, pico de gallo and cotija cheese. early harvest: Griddled cauliflower, green harissa and poblano pepper quinoa cakes topped with asparagus, perfectly poached cage free eggs, cream cheese hollandaise and Manchego crisps.",yes!,note: closes at 230 pm.,,
Tacos Tequila Whiskey,Mexican,8,$$,not cheap,$4-6/taco,"mushroom taco, the seasonal wtf taco (soft shell crab), brussel sprouts, vegan taco",loved the mushroom taco and soft shell crab taco. vegan taco was good but didn't love it. brussell sprouts were v. good too,yes,,,
Sweet Cow,Dessert: Ice Cream,9,$,not bad,"$3.75 for a single that you can get 2 half scoops in, $2 for a mini","oatmeal cookie, happy cakes (cinnamon ice cream w/snicker doodle), PB&J, gatorade sorbet",happy cakes and PB&J are my fav,probly,,,
99 Favor Taste,Chinese: Hot Pot,6,$$$,pricey,$25 before tax and tip/person for hot pot,"fishballs were my fav, and maybe the ramen and the fish tofu","decent hot pot, but hot pot is so cheap and never worth it in america",I never choose to come here,,,
Jack's Wife Freda,Mediterranean,4,$$,ok,$12/bfast entrees,green Shakshuka,"v. disappointed. thought i was going to love this, but it sucked. challah bread was delicious but the eggs were flavorless and just green...water wasn't even warmer than lukewarm",probly not,,,
Spot Dessert Bar,Dessert,6,$$,kind of pricey,$10/dessert,"golden toast, chocolate forest",i liked the chocolate forest more b/c it wasn't super sweet like the golden toast but both were good,I never choose to come here,,,
The Black Ant,Mexican,5,$$$,overpriced,$22ish/entree,"HH guac, crispy duck dumplings in mole, rooster enchiladas","entrees weren't bad, but too small and one dimensional in flavor. not worth the money","no but if i ever did, i'd make sure to sit in the garden patio in the back",,,
Mothers & Sons,Italian,6,$$$,tolerable depending on what you get,"$8-12/app, $10-13/pasta, $25+/entree","beet salad, Cavatelli pugliese w/sausage, squid ink pasta, Mint garganella w/lamb ragu, spring onion pesto bruschetta, arancini, veal osso buco, pistachio cake","beet salad was amazing. liked the lightness of the pistachio cake; arancini wasn't bad, but indifferen't on getting again; pasta dishes are filling enough, but all a little salty and didn't love them like I thought I would. bruschetta was burnt and too salty, thank god we complained b/c it was also not worth $9 for a slice of bread. osso buco was good, but a little pricey for amount of meat given",maybe,,,
Guanajuato of Durham,Mexican,8,$,cheap,"$2ish/taco, $7 for giant torta","steak taco, chicken taco, chorizo and egg cemita",steak taco was awesome--i think they make the tortillas in house too! chicken taco was meh. chorizo and egg cemita was delicious,def yes if im nearby,,,
One Fish Two Fish Poke,Hawaiian,10,$$,cheap,$12 for a bowl w/random toppings,ahi tuna and their main sauce + everything. get the lotus chips!,,,,,
Monuts,Bakery,9,$$,not bad,$7-8/sandwich,"ooey, gooey, gouda; mozz BLT; some donut",egg sandwich wasn't that big. all delicious. i think i liked the mozz blt more.,yes!,,,
Chunga's,Mexican,9,$$,pretty cheap,$7-8/sandwich,chips and salsa,pastor was amazing and huge sandwich,yes!,,,
Tacos Don Rafa,Mexican,10,$,DOLLA TACOS,,"chicken mole and Puerco en Salsa Verde (Chile Verde Pork)",delicious,yes!,,,
Brewery Bhavana,Chinese: Dim Sum,3,$$$$,money burning,"$10-12/app, $17/entree, $30ish for fish","seafood dumplings, bao zis, duck egg roll, chicken congee, mapo tofu, steamed whole fish (red snapper)",i knew we were in trouble when there were ZERO asians and 90% blonde people. flavor in seafood dumplings and congee were great but pretty salty. nothing else worth the money. bao zi was a little bigger than my thumb and came on a plate of 3 for $10!! fish was not bad but no better than mom's fish. menu prices on website are off by a lot. mapo tofu was pretty bland and the portion was not big for $17. we also ordered green beans but good thing the server sucked and forgot to order it lol,hell no,,,
Prato,Italian,6,$$,,"$16/pizza, $9/half serving pasta","meatballs, widowmaker pizza, mustard spaghetti","meatballs were awesome, spaghetti was a little too rich for me",maybe,,,
Kasa,American (New),6,$$,bit pricey,$10-14/entree,crab cake sandwich,pretty solid but nothing special. pretty greasy,if im not paying,,,
Garaje,Mexican,10,$$,"bit pricey, but delicious","$10-14/zapato, $7/taco",surfer leo (fish fillet) and rolls royce zapato (steak and shrimp),both amazing. best to split each b/c fish can be bit greasy; i'd rec getting half,yes!,,,
Garden Creamery,Dessert: Ice Cream,9,$$,not cheap but it's good,"$4/scoop, $6 for 2?","black sesame, hazelnut crunch",delicious and so creamy,thanks sumin!,,,
Bar of America,American,3,$$$$,ridiculously priced,"$18 entrees for lunch, $40 for meat",fish tacos,the fish tacos were pretty good but wayyy too expensive,only if zev wants fish nuggets again,,,
Old Town Tap,Pizza,5,$$,not cheap. any more expensive and i'd hate this place,"$17 pizzas, $12 apps","mushroom pizza, meatballs w/polenta, softserve w/seasalt + caramel, pickled veggies","pickled veggies were sooo bitter (wasnt a fan to start with anyways), pizza was a bit bland (couldn't taste mushrooms), meatballs were good but not spectacular, soft serve was spot on",it was the highest rated restaurant on yelp in truckee...do i want to know what the others are like...,,,
Cowfish Sushi Burger Bar,Asian Fusion,5,$$$,overpriced,"$15-20/sushi roll, $15 min/entree basically.","THE 4-S (sushi sandwich) - seared Koji marinated tuna and yellowtail, Asian slaw, red peppers, daikon sprouts, cucumber, served on grilled spring roll wrapper ""buns"" filled with kani and sushi rice; side of cucumber salad","wasn't bad, but nothing special and it was tiny. basically a $15 snack. cucumber salad was pretty good",preferably not,,,
Shari Sushi,Japanese,8,$$,HAPPY HOUR ONLY,$4.25 or $6 a roll,"fireball, alaska summer, shari, eel nigiri, salmon crunch, miami, special","loved the shari and eel nigiri, couldnt really tell diff btwn fireball and alaska summer, but both were great. others were good, just not as good",yes!,,,
Lazy Lobster,Seafood,8,$$$,"pricey, but portions are huge so you can make it 2+ meals, so it's $$$ instead of $$$$","$15/app, $20-35/entree","tuna tartar, escargots, stuffed snapper, seafood platter, conch soup, banana bread (from basket)",banana bread was amazing. tuna tartar was a massive portion and like deconstructed tuna sushi w/o the rice--would get again. stuffed snapper was a bit too greasy. seafood platter was pretty good. conch soup was pretty good,wouldn't be against it. has live music,,,
Coyo Taco,Mexican,7,$$$,pretty pricey,"$7-9 for 2 tacos, $12 for quesadillas","mushroom, octopus, carne asada, duck, cochinta pibil (slow roasted pork shoulder), blood orange frozen margarita","tortillas are fresh, hand made! loved the mushroom. big fan of the frozen margarita and i dont even like drinks much lol. not a fan of the duck b/c it was sweet. thought all were blander than i had thought...maybe comparing to los tacos no 1 too much...but the tortillas were nearly as good.",maybe...just cause the neighborhood was so williamsburg hipster and cool and the tortillas were great,,,
Hawkers Asian Street Fare,Asian Fusion,6,$$,"small portions, but not too expensive. spent $30 for 2 ppl with tax + tip",$8ish each,"Curry Laksa, Kin's Prawn Mee, Roti Canai, Canton Cod","soups had pretty good flavor, but it was nothing special. roti canai sucked--bland and one dimensional. cod was pretty good, but nothing special","maybe, but i doubt it. wanted to love this place and it was disappointing. food was nothing great, hard to get a table, service was so slow i had to take the check up myself",,,
Artisan's Table,American (New),6,$$,decent for lunch,"$8-10/lunch, $12-15 for fancier stuff",salmon bowl,"bit greasy, but pretty solid. good amount of salmon and pork belly",wouldn't be against it,,,
The Neighborhood Eatery,Asian Fusion,6,$$,$8-10/lunch,"$8 for sandwiches, $10 for bowls + tax",bibimbap,"seemed like a lot of rice and lettuce, skimpy on the bulgolgi",wanted to like this place cause the guys seem cool but probly not,,,
El Taconazo Taco Truck,Mexican,7,$,pretty cheap,$2/taco,"trompo, fajita (steak)",both were pretty good. i think i liked the trompo better,if in the area,,,
Tacos Tec Lo Mejor De Monterrey,Mexican,6,$,cheap,$8 for 5 tacos,"trompo, chicken, fajita",kind of greasy. can get with queso fresco. find kirk the cop! he's there every day at like midnight for his 11 pm shift lol,maybe,,,
Tofu Village,Korean,10,$$,cheap,"$9/soondooboo, $30 for octopus bulgolgi stew, $16 for squid-soondooboo combo","mixed soondooboo (spicy), octopus + bulgolgi casserole stew, spicy stirfry squid","squid and soondooboo were great. casserole was really good too but i wish the broth were spicier and not as sweet (more bulgolgi flavored), lots of banchan!",yes!,,,
85C Bakery,Bakery,7,$,cheap,"$2/item, $3/slice of cake","kouign amann type thing, walnut bread, sea salt coffee creme brulee slice, chocolate mousse forest cake, mango creme brulee slice","kouign amann thing and chocolate mousse slice were pretty good, i'd pass on everything else",wouldn't go out of the way for it but wouldn't be against it,,,
Killen's BBQ,BBQ,7,$$,pretty cheap,"$13 for two meats + 2 sides, $21 for 3 meats + 2 sides","brisket, pork ribs, pulled pork, mac and cheese, bread pudding, white bread","classic bbq joint w/just good meat. ribs and pulled pork were my favs, mac and cheese was super creamy, bread pudding was really good but a bit too sweet for me, brisket was pretty good but nothing special. pulled pork was good but not consistent texture/pulled ratio--large chunks were meh. white bread looked liek the most generic bland white bread but was surprisingly delicious and soft. thought the bbq sauce was a bit too sweet. no corn bread wtf",if in the area and no line,,,
Chela Tequila & Tacos,Mexican,7,$$,"tortas aren't bad, but tacos are expensive","$3.5-4/taco, $8ish/torta","chorizo and egg torta, chips + guac","surprisingly good torta. i'd get it again. guac was fresh, wish the chips were saltier tho",wouldn't be against it,,,
4 Rivers Smokehouse,BBQ,9,$$,not bad,"$7-8/sandwich, $12 for a plate","six shooter (pulled pork on baked cheese grits w/slaw), cole slaw, corn bread, messy pig, baked cheese grits","six shooter was fantastic. hot mess @ pecan lodge in dallas still might be my fav over this but it's close. slaw had too much mayo, corn bread was good. need to try the corn and burnt ends next. messy pig was good but i like the six shooter better b/c it comes w/baked cheese grits which aren't good enough to get by themselves",yes,,,
Gitto's Pizza,Pizza,3,$$,not worth it,"dunno, work lunch","mushroom pizza, pepperoni pizza",classic meh pizza. i hate this kind,i dont know if this was worth the calories,,,
Shaking Crab,Cajun/Creole,5,$$,,"$13/lb, $20ish for a combo",gumbo,should have got what they specialize in but it was the worst gumbo i've ever had. it was more jumbalaya and the flavor was terrible.,probly not,,,
Menton,French,6,$$$$,not worth it,"$18-24/app, $28-34/entree, $14/dessert",,"4$s on Yelp...everything was good, but nothing memorable",only on company dime,,,
Area Four,Pizza,7,$$,ehh,"$8-12/app, $18-24/pizza","mushroom fontina pizza, brussel sprout salad","this is a 6.5 at best. really wanted to like this place but brussel sprout salad was pretty good but red onions were a little strong for me. pizza was a little bland (couldn't taste the mushroom or cheese), pizza was too burnt, and there was weird after taste on half of them",maybe,,,
Kirkland Tap & Trotter,American (New),9,$$$,not cheap but worth it,$50/fixed meal that seth organized,"lamb burger, red beet hummus, duck ragout macaroni, cornbread + cranberries dessert","the only reason why this isn't a 10 is b/c it's not life alive or jp licks level of fav but this place was great. duck ragout and beet hummus were amazing. was stuffed by the time the lamb burger got here, but it was still amazing and i had the entire thing. $50 for the 3 course meal (but all apps were served). maybe the best lamb burger i've ever had. romaine salad was basically cesar and nothing special",wouldn't be against making a trip,,,
Leo's Taco Truck,Mexican,7,$,cheap,$1.25/taco,al pastor tacos,"comes with pineapple and pretty good, but idk if i'd go out of the way",if in the area,,,
Sausal,Mexican,6,$$$,not cheap,"$10-14/app, $6/taco, $18-25/entree","guac, chicken cemita, chile relleno, pozole","not bad, but nothing stood out here for the price. pozole wasn't bad, guac was good (liked the chips), chicken cemita was pretty good, chile relleno was nothing special",probly not,,,
Hangari Bajirak Kalguksoo,Korean,7,$$,pretty cheap,$12/entree,"clam noodles (knife cut), bossam (boiled wrapped pork)","bossam and noodles were v. good. big portions, very light tasting, but i think i prefer the spicier korean.",maybe...i got locked in the bathroom here,,,
Dominique Ansel Bakery,Bakery,5,$$$,pricey af,$5-8/dessert,"cronut, DKA (Dominique's Kouign Amann), Chestnut Rose Cassis Mont Blanc","kouign amann was pretty good, cronut was meh and had some weird sauce, mont blanc was weird (not bad if you get every flavor)",only if i need somewhere to take another nap,,,
The Rusty Spoon,American (New),6,$$$,not cheap,"$13-14/entree (lunch), $25/pasta","vegetable lasagna, lamb sandwich, 55 burger, french onion soup, grilled octopus, burrata","everything here is pretty good, but nothing special. big fan of the lamb sandwich and vegetable lasagna. veg lasagna is pricey for amount of food, burger was pretty good but didnt love it. liked the french onion soup","on somebody else's dime, hell yes...but prob not on mine",,,
Lazy Moon,Pizza,7,$$,not bad,"$7-8/slice, $24/fairly large pizza","jason's mom's pizza, sausage","ok crust, but the toppings on jason's mom's pizza is pretty good tho. HUGE slice.",wouldn't be against it,,,
Boka,Korean,7,$$,tolerable,$21 for a lot of chicken,soy garlic fried chicken,holy crap it was delicious and so crunchy,wouldn't be against it,,,
Morgenstern's Finest Ice Cream,Dessert: Ice Cream,6,$$,pretty expensive,like $5/scoop,"chocolate oat, madagacar vanilla, strawberry streusel, raw milk","dont like that you can only try 2 flavors. wow the line was so long. flavors so weird but they taste exactly as they sound. vanilla so vanilla. good but ample hills still my fav in nyc. idk why i didnt like these flavors more, maybe cause theyre all subtle?",wouldn't be against it,,,
Gringo's Locos,Mexican,7,$,not bad,like $3/taco,"bbq pork nachos, chicken gringo taco (in crunchy shell) -",tacos are weird lettuce + tomato combo but it's pretty good but it's cheating,its cheating but wouldnt be against it,,,
Cocina 214,Mexican,4,$$$,def overpriced,"$9 for a tiny guac/queso/salsa trio, $14-18 for 3 tacos with tiny sides of rice/beans","guac, red snapper cevice",everything was pretty bland. even the chips needed salt,no,,,
Graffiti Junction,American,4,$$,,"chicken nachos, tator tots",its alright,,id never want to go here,,,
The Stubborn Mule,American,6,$$,bit pricey,"pastrami + shrimp benedict (cavaderal side), comes w/home fries",pretty good. home fries need seasoning. not cheap but they give a good amount of pastrami. pretty much everything is $14-15.,,wouldn't be against it,,,
Ravenous Pig,American (New),3,$$$$,overpriced,"$15 for shrimp tacos, $25-30/entree, $35 for porterhouse pork, $8 desserts","shrimp tacos, porterhouse pork, chocolate nut tart","shrimp tacos had good flavor but the tortillas were dry and tough and 2nd time they remade them, the slaw was too acidic. pork was undercooked and pretty generic flavor wise, corn bread was pretty good but nothing special. dessert was pretty good but nothing special. seemed like two desserts on one plate",hell no,,,
Frontera Cocina,Mexican,7,$$$,pricey,"$10-13/app, $20-30/entree","mango guac, red mole half chicken, carnitas, paloma tart","guac was good, red mole chicken was delicious (chicken was crispy and tender, mole was good), carnitas + the accompanying guac, salsa, toppings were good; filling for the tart (Grapefruit and lime mousse, Avion Blanco Tequila, lime whipped cream, Graham cracker crust) had good flavor but the texture was weird and the crust was stale as hell. had that comped. the rice w/the chicken was little undercooked",maybe...orlando food sucks,,,
Pig Floyd's,BBQ,7,$$,not bad,"$8-10/entree, $17 for 6 ribs or ribs + half meat combo","pulled pork, ribs, corn, yuca fries, beans (has pork?), maduros","yuca fries w/the fancy sauce? was amazing. corn was pretty disappointing, tbh it sucked. ribs were good, pork was a little flavorless. beans are pretty salty, but im a fan of the flavor. maduros are good",maybe...interesting menu.,,,
Japonessa,"Sushi, Japanese",10,$,cheap if happy hour,$7-8 or $12-13 for a roll during happy hour,"mexican ninja, spicy tuna, Super Bad Boy","loved the super bad boy. spicy tuna and mexican ninja were also really good. for happy hour, it's a very hearty sized spicy tuna roll. good amount of meat and pieces",only for happy hour (which happens 3x a day including 10 pm to close every day),,,
Joule,Asian Fusion,6,$$$,overpriced,"$19 for buffet w/entree, $14 for just an entree for brunch.","hash, chicken fried steak + waffles","the hash was disappointing. just a big ass hash brown and salad with some smoked fish. chicken fried steak and waffle were also disappointing. waffle only tasted good w/syrup and didnt have enough syrup. chicken fried steak had no flavor, just tasted like fried stuff and also needed syrup. the buffet of sides was the best thing there. i wanted to love this place because the vibe/space of the restaurant was so great",maybe for dinner since cathy loves this place,,,
The Dish Cafe,American (New),8,$,pretty cheap,$8-10ish for brunch,http://www.fareasttacogrille.com/,"nothing fancy about the place, but satisfying food for a decent price w/outdoor seating",yes,,,
Pestle Rock,Thai,9,$$,not cheap,$13/entree for lunch,Kao Soi + Guay Tiow Tom Yum,"lovveedd the kao soi, guay tiow tom yum noodle soup was also really good but really spicy. could barely drink the soup. service was a bit slow",for the kao soi,,,
Kedai Makan,Malaysian,9,$$,pretty fair,"$7/app, $13-20/entrees (noodles/rice are like $13)",roti jalal and chili pan mee,"loved the roti jala (net bread) and loved the flavor of the chili pan mee (homemade pan mee noodles, ground pork, soy, green onions, poached egg, fried shallots, fried anchovies, dry sambal, broth on side*). noodles werent as al dente as i'd have liked, but so good",yes,,,
Il Corvo,Italian,10,$,cheap,"$10/pasta, $4ish for focaccia",focaccia and rigatoni bolognese,"focaccia was fantastic, pasta texture was perfect. wasn't a big fan of the meat sauce for the first half of the bowl but it grew on me...i think i could have had 2 bowls lol. giving this a 10 for the low price b/c italian is always overpriced and perfectly cooked noodles",yes,,,
Full Tilt Ice Cream,Dessert: Ice Cream,6,$,not that bad,$4 for a small that's 2 scoops,"peach hibiscus sorbet, spruce tree chip, ube (vegan)",ube was best flavor but the texture was cotton candy like. others were iffy and texture was off (maybe b/c it was a food truck?),maybe,,,
Kurt Farm Shop,Dessert: Ice Cream,7,$$,pretty pricey,"$4 for a small single scoop, $6.75/2 scoops","Brie black pepper, szchechuan peppercorn, fig, jersey cream","it's pricey, flavors taste just like they're listed. I wasn't a big fan of any of the flavors, but the ice cream is definitely high quality",depends on the flavors,,,
Tilak,Indian,9,$$,cheap for SF,like $18/person after tax and tip,"butter chicken, garlic naan, saffron rice, deconstructed samosa, saag paneer, fried wontons",butter chicken and deconstructed samosas were fantastic. naan and saag paneer were pretty good but cheese seemed bland? eh on the fried wontons,for the butter chicken and deconstructed samosas,,,
Central Kitchen,American (New),7,$$$,pricey,"$10-15/app, $20-30 for small sized entrees","beef tartar, smoked trout tartine, chocolate custard w/candied almonds, campanelle, octopus, melon salad, little gems","beef tartar, smoked trout tartine, chocolate custard were phenomenal. the campanelle was disappointing--not as al dente as i had hoped and the flavor was very bitter. octopus had a v. strong olive flavor and didnt seem evenly cooked. pass on the veggie dishes.","if i'm not paying...or for the beef tartar, custard, or the spread",,,
Mensho Tokyo,Ramen,10,$$$,pricey,$17-18 + $2 for egg,vegan ramen,vegan ramen was amazing. i'd pick this over most regular broths. flavor is very strong,probly,,,
Deli Board,Sandwiches,7,$$$,pretty expensive,$17-18/sandwich,"mezmak, fatty matty (tuna salad)","mezmak had pastrami + meunster + deviled eggs--sandwich is really good (8 or 9), and there's a good amount of pastrami, but it seemed smaller than I'd have expected for a $18 sandwich. i didnt like the uneven number of pickles/random peppers",maybe,,,
Tartine,Bakery,7,$$,about SF avg,"$4-5/bakery item, $14/ tartine sandiwches","gougere (cheese bread dome w/thyme and pepper), morning bun (combo of cinnamon roll and croissant)","both pretty good, but i liked b patisserie is far better",probly. need to try the bread and banana cream tart,,,
Dinosaurs,Vietnamese,9,$$,pricey for a banh mi in SF,$8 for banh mi/spring rolls,"kare kare banh mi (filipino style beef), shrimp and pork summer rolls with peanut sauce","kare kare was AMAZING. bit small, but tasted amazing. forgot to tell them to go easy on the mayo b/c they add a lot and had to scrape a lot off. summer rolls were pretty good, but i wouldnt get again",yes,,,
Tobang,Korean,7,$$,not bad,about $20/person,"mushroom bulgogi, beef slices, steak, combo soondooboo, kimchi fried rice","i liked the beef slices more than the steak. they gave lots of banchan + refilled. it was all pretty good, ive had better soon doo boo but it was pretty fairly priced. they give a ton of food. Get the 2 people serving for 3 people and it's more than enough food",maybe. wanted squid which they didnt have that day sighs,,,
Tony's Pizza Napoletana,Pizza,6,$$$,overpriced,"$24 for margherita pizza, prices go up to $40",margherita pizza,"pizza was good, but the line was absurd and it was $8-10 overpriced...even pizzeria delfina is only $16 for a margh. even after they said our table was ready, we waited another 20 minutes--on top of already waiting like 45 minutes. There were so many open spots/tables too!","unlikely, i think id rather go to pizzeria delfina",,,
Dishoom,Indian,7,$$,tolerable,"anywhere between 7-10 pounds/entree, lamb chops were like 13 pounds","bacon + egg naan roll, gunpowder potatoes, spicy lamb chops, paneer tikka roomall roll, chicken ruby, cheese naan, lamba kebab, basmati rice, veggie samosas, black daal, paneer tikka, garlic naan, roomali roti","lamb was overcooked both times i had it. bacon and egg naan was like a jian bing but in a naan. loved the paneer tikka roomali + chicken ruby, and cheese naan. veggie samosa, potatoes and paneer tikka were meh. garlic naan was solid.",probly,,,
Gelupo,Dessert: Ice Cream,10,$,cheap for london/premium gelato,4 pounds for a decently large scoop w/a cone,"hazelnut, peanut butter, salted caramel, pistachio","hazelnut, pistachio and peanut butter were amazing. salted caramel was too salty",yes,,,
Cuchullin,Seafood,7,$$$,not cheap,17-25 pounds/entree,"scallop risotto, seafood tower",scallops and risotto were good but heavy on the chorizo and i just didnt love the scallops. mussels were pretty good. seafood tower was a lot of food lol,wouldn't be against it,,,
The Boathouse,Seafood,7,$$,not expensive,$15-20/entree,"salmon, mediterranean/halal skewers, cheesy pasta, hummus","nothing special, but all decent. decent view. not cheap but not expensive",only if i stayed at the abbey/were in fort augustus again,,,
Italian Gardens Cafe,Cafe,5,$,"little overpriced, but it's in a park",about 6 pounds for a sandwich,"mozz, tomato, arugula pesto sandwich","bread was good, but the mozz was bland. had to salt it...after that it was good lol",if im in the park and hungry b/c it wasnt that expensive lol,,,
Scarpetta,Italian,7,$,cheap,believe it was under 5 pounds for a small,truffle pasta,pasta was fresh. truffle taste was mild. liked truffle more than bolognese. small box is pretty big and filling. nothing special but it was cheap,if i wanted cheap pasta,,,
Seumas Bar,British,5,$$,not cheap,like 15ish pounds,sunday roast,"roast vegetables were delicious, esp the potato, but the pudding (bread) part and beef were underwhelming. beef was way overcooked","there's nothing else in the area, so probly lol",,,
Hakataya,Japanese,5,$$,overpriced,15 pounds for a bowl of ramen,hell ramen,"broth was decent. pretty spicy, not enough ramen noodles. portion was small for the price",probly not,,,
Passyunk Avenue,Cheesesteaks,5,$$,not cheap,10ish pounds for a cheesesteak,chicken pizza cheesesteak,"couldnt tell if i wasnt hungry, but i didnt love it but ron approves of their cheesesteaks. i shoulda got the steak tho",if i wanted a cheesesteak in london,,,
The Castle Arms,British,2,$$,tolerable,10ish pounds for a meal,"haggish nachos, burger","nachos were alright, burger was dry af and one of the worst burgers ive ever had",no,,,
Avenue Gastrobar,American,5,$$,average,"$10ish/entrees, $7/apps","truffle fries with chicken pesto wrap ($13), brussel sprouts","brussel sprouts sauce was too acidic, wrap was decent but nothing special. fries were crispy but no truffle flavor",maybe just for trivia but i doubt it,,,
Sticky Rice Lao Street Food,Laotian,8,$,cheap,$5-8 for everything,"beef jerky, tapioca dumplings, khao piek sen, curry noodle soup",fucking amazing,finally a restaurant in orlando i'd actually miss,,,
