Tamaliza,tamaliza-sedona-4,https://www.yelp.com/biz/tamaliza-sedona-4,671,4.5,-111.7812231,34.86245252,FALSE,(928) 202-9056,1155 W State Rte 89A,"Sedona, AZ 86336","Mexican, Latin American, Gluten-Free",Sedona,AZ,Arizona
Full Tilt Ice Cream,full-tilt-ice-cream-seattle-2,https://www.yelp.com/biz/full-tilt-ice-cream-seattle-2,280,4.5,-122.3555679,47.5164299,FALSE,(206) 767-4811,9629 16th Ave SW,"Seattle, WA 98106","Arcades, Ice Cream & Frozen Yogurt",Seattle,WA,Seattle
Full Tilt Ice Cream,full-tilt-ice-cream-seattle-3,https://www.yelp.com/biz/full-tilt-ice-cream-seattle-3,269,4,-122.314506,47.66476,FALSE,(206) 524-4406,4759 Brooklyn Ave NE,"Seattle, WA 98105",Ice Cream & Frozen Yogurt,Seattle,WA,Seattle
Full Tilt Ice Cream,full-tilt-ice-cream-seattle-4,https://www.yelp.com/biz/full-tilt-ice-cream-seattle-4,305,4.5,-122.28409,47.55598,FALSE,(206) 226-2740,5041 Rainier Ave S,Ste 105,"Ice Cream & Frozen Yogurt, Arcades",Seattle,WA,Seattle
Full Tilt Ice Cream,full-tilt-ice-cream-seattle-5,https://www.yelp.com/biz/full-tilt-ice-cream-seattle-5,235,4,-122.3837788,47.6678481,FALSE,(206) 297-3000,5453 Leary Ave NW,"Seattle, WA 98107","Arcades, Ice Cream & Frozen Yogurt",Seattle,WA,Seattle
Full Tilt Ice Cream,full-tilt-ice-cream-seattle-6,https://www.yelp.com/biz/full-tilt-ice-cream-seattle-6,8,4.5,-122.3332,47.60154,FALSE,(206) 697-7702,111 Yesler Way,"Seattle, WA 98104",Ice Cream & Frozen Yogurt,Seattle,WA,Seattle
Full Tilt Ice Cream,full-tilt-ice-cream-seattle-7,https://www.yelp.com/biz/full-tilt-ice-cream-seattle-7,27,4,-122.31252,47.62149,FALSE,(206) 329-1206,328 15th Ave E,"Seattle, WA 98112","Arcades, Ice Cream & Frozen Yogurt",Seattle,WA,Seattle
Il Corvo,il-corvo-pasta-seattle,https://www.yelp.com/biz/il-corvo-pasta-seattle,977,4.5,-122.33165,47.60244,FALSE,(206) 538-0999,217 James St,"Seattle, WA 98104","Italian, Noodles, Pasta Shops",Seattle,WA,Seattle
Japonessa,japonessa-sushi-cocina-bellevue-3,https://www.yelp.com/biz/japonessa-sushi-cocina-bellevue-3,426,4,-122.2015351,47.615095,FALSE,(425) 454-1585,500 Bellevue Way NE,Ste 130,"Sushi Bars, Japanese, Caterers",Seattle,WA,Seattle
Japonessa,japonessa-sushi-cocina-seattle,https://www.yelp.com/biz/japonessa-sushi-cocina-seattle,4094,4,-122.33899,47.60809,FALSE,(206) 971-7979,1400 1st Ave,"Seattle, WA 98101","Japanese, Sushi Bars",Seattle,WA,Seattle
Joule,joule-seattle,https://www.yelp.com/biz/joule-seattle,789,4,-122.3424,47.64962,FALSE,(206) 632-5685,3506 Stone Way N,"Seattle, WA 98103","Asian Fusion, Korean, Breakfast & Brunch",Seattle,WA,Seattle
Kedai Makan,kedai-makan-seattle-4,https://www.yelp.com/biz/kedai-makan-seattle-4,605,4.5,-122.32658,47.6179,FALSE,,1802 Bellevue Ave,"Seattle, WA 98122","Malaysian, Noodles",Seattle,WA,Seattle
Kurt Farm Shop,kurt-farm-shop-seattle,https://www.yelp.com/biz/kurt-farm-shop-seattle,206,4.5,-122.31773,47.61371,FALSE,,1424 11th Ave,Ste C2,"Cheese Shops, Ice Cream & Frozen Yogurt",Seattle,WA,Seattle
Pestle Rock,pestle-rock-seattle,https://www.yelp.com/biz/pestle-rock-seattle,636,4.5,-122.38653,47.6685,FALSE,(206) 466-6671,2305 NW Market St,"Seattle, WA 98107",Thai,Seattle,WA,Seattle
Taco Chukis,tacos-chukis-seattle,https://www.yelp.com/biz/tacos-chukis-seattle,1382,4.5,-122.3212624,47.62057045,FALSE,,219 Broadway E,"Seattle, WA 98102",Mexican,Seattle,WA,Seattle
Taco Chukis,tacos-chukis-seattle-5,https://www.yelp.com/biz/tacos-chukis-seattle-5,231,4.5,-122.3421032,47.62703361,FALSE,,832 Dexter Ave N,"Seattle, WA 98109","Tacos, Sandwiches",Seattle,WA,Seattle
Taco Chukis,tacos-chukis-seattle-8,https://www.yelp.com/biz/tacos-chukis-seattle-8,89,4.5,-122.31145,47.57965,FALSE,(206) 971-1250,1608 S Roberto Maestas Festival St,"Seattle, WA 98144","Tacos, Sandwiches",Seattle,WA,Seattle
Taqueria La Fondita #2,taqueria-la-fondita-2-seattle,https://www.yelp.com/biz/taqueria-la-fondita-2-seattle,273,4.5,-122.35435,47.51516,FALSE,(206) 551-0529,9811 15th Ave SW,"Seattle, WA 98106","Mexican, Food Trucks",Seattle,WA,Seattle
Taqueria La Fondita #2,taqueria-la-fondita-seattle,https://www.yelp.com/biz/taqueria-la-fondita-seattle,15,4.5,-122.354434,47.515242,FALSE,(206) 307-3008,9811 15th Ave SW,"Seattle, WA 98146","Food Trucks, Mexican",Seattle,WA,Seattle
The Dish Cafe,the-dish-cafe-ballard-seattle,https://www.yelp.com/biz/the-dish-cafe-ballard-seattle,453,4,-122.36568,47.66027,FALSE,(206) 782-9985,4358 Leary Way NW,"Seattle, WA 98107","American (Traditional), Breakfast & Brunch",Seattle,WA,Seattle
The Dish Cafe,the-dish-cafe-greenlake-seattle,https://www.yelp.com/biz/the-dish-cafe-greenlake-seattle,110,3.5,-122.3253177,47.6758065,FALSE,(206) 525-5411,301 NE 65th St,"Seattle, WA 98115","American (Traditional), Breakfast & Brunch, Cafes",Seattle,WA,Seattle
Tacos El Autlense,tacos-el-autlense-albany,https://www.yelp.com/biz/tacos-el-autlense-albany,332,4.5,-122.3001022,37.8950005,FALSE,(510) 776-0701,601 San Pablo Ave,Ste 2,"Mexican, Food Trucks",Albany,CA,SF Bay Area
Mezzaluna,mezza-luna-restaurant-half-moon-bay,https://www.yelp.com/biz/mezza-luna-restaurant-half-moon-bay,649,4,-122.487,37.50509,FALSE,(650) 728-8108,459 Prospect Way,"Half Moon Bay, CA 94019",Italian,Half Moon Bay,CA,SF Bay Area
The Refuge,the-refuge-menlo-park,https://www.yelp.com/biz/the-refuge-menlo-park,678,4,-122.1859436,37.45128632,FALSE,(650) 319-8197,1143 Crane St,"Menlo Park, CA 94025","Sandwiches, Burgers, Gastropubs",Menlo Park,CA,SF Bay Area
The Refuge,the-refuge-san-carlos,https://www.yelp.com/biz/the-refuge-san-carlos,1877,4,-122.255331,37.50183653,FALSE,(650) 598-9813,963 Laurel St,"San Carlos, CA 94070","Sandwiches, Burgers, Gastropubs",Menlo Park,CA,SF Bay Area
Darda Seafood Restaurant,darda-seafood-restaurant-milpitas,https://www.yelp.com/biz/darda-seafood-restaurant-milpitas,891,3.5,-121.9173626,37.42359912,FALSE,(408) 433-5199,296 Barber Ct,"Milpitas, CA 95035","Chinese, Seafood, Halal",Milpitas,CA,SF Bay Area
Taste Good Beijing Restaurant,taste-good-beijing-cuisine-milpitas,https://www.yelp.com/biz/taste-good-beijing-cuisine-milpitas,256,3,-121.9084356,37.4288639,FALSE,(408) 262-9439,76 S Abel St,"Milpitas, CA 95035",Chinese,Milpitas,CA,SF Bay Area
Ranch 99,99-ranch-market-cupertino,https://www.yelp.com/biz/99-ranch-market-cupertino,303,3.5,-122.015501,37.336637,FALSE,(408) 532-8899,10983 North Wolfe Rd,"Cupertino, CA 95014","Grocery, Seafood Markets",Mountain View,CA,SF Bay Area
Ranch 99,99-ranch-market-cupertino-3,https://www.yelp.com/biz/99-ranch-market-cupertino-3,78,2.5,-122.0338008,37.31696265,FALSE,(408) 517-8899,10425 S De Anza Blvd,"Cupertino, CA 95014","Grocery, Seafood Markets",Mountain View,CA,SF Bay Area
Ranch 99,99-ranch-market-foster-city,https://www.yelp.com/biz/99-ranch-market-foster-city,243,3.5,-122.2570859,37.5535816,FALSE,(650) 358-8999,1070 Foster City Blvd,"Foster City, CA 94404","Grocery, Seafood Markets",Mountain View,CA,SF Bay Area
Ranch 99,99-ranch-market-milpitas,https://www.yelp.com/biz/99-ranch-market-milpitas,266,3.5,-121.9166463,37.42282526,FALSE,(408) 946-8899,338 Barber Ln,"Milpitas, CA 95035","Seafood Markets, International Grocery",Mountain View,CA,SF Bay Area
Ranch 99,99-ranch-market-mountain-view-2,https://www.yelp.com/biz/99-ranch-market-mountain-view-2,276,3.5,-122.0768355,37.37727956,FALSE,(650) 966-8899,1350 Grant Rd,"Mountain View, CA 94040","Grocery, Seafood Markets",Mountain View,CA,SF Bay Area
Ranch 99,99-ranch-market-newark-3,https://www.yelp.com/biz/99-ranch-market-newark-3,104,3.5,-122.0469,37.547563,FALSE,(510) 792-1899,35219 Newark Blvd,Ste B,"Grocery, Seafood Markets",Mountain View,CA,SF Bay Area
Ranch 99,99-ranch-market-san-jose,https://www.yelp.com/biz/99-ranch-market-san-jose,205,3,-121.8844094,37.38640356,FALSE,(408) 436-8899,1688 Hostetter Rd,Ste E,"Grocery, Seafood Markets",Mountain View,CA,SF Bay Area
Google,google-merchandise-store-mountain-view,https://www.yelp.com/biz/google-merchandise-store-mountain-view,36,3.5,-122.08776,37.418628,FALSE,(650) 214-3308,1981 Landings Dr,"Mountain View, CA 94043","Gift Shops, Customized Merchandise",Mountain View,CA,SF Bay Area
In-N-Out,in-n-out-burger-fremont,https://www.yelp.com/biz/in-n-out-burger-fremont,402,4,-121.974045,37.50424556,FALSE,(800) 786-1000,43349 Pacific Commons Blvd,"Fremont, CA 94538","Fast Food, Burgers",Mountain View,CA,SF Bay Area
In-N-Out,in-n-out-burger-milpitas,https://www.yelp.com/biz/in-n-out-burger-milpitas,435,4,-121.922365,37.4263,FALSE,(800) 786-1000,50 Ranch Dr,"Milpitas, CA 95035","Fast Food, Burgers",Mountain View,CA,SF Bay Area
In-N-Out,in-n-out-burger-mountain-view,https://www.yelp.com/biz/in-n-out-burger-mountain-view,473,4,-122.093354,37.420977,FALSE,(800) 786-1000,1159 N Rengstorff Ave,"Mountain View, CA 94043","Fast Food, Burgers",Mountain View,CA,SF Bay Area
In-N-Out,in-n-out-burger-mountain-view-2,https://www.yelp.com/biz/in-n-out-burger-mountain-view-2,289,4,-122.0740639,37.38037097,FALSE,(800) 786-1000,53 W El Camino Real,"Mountain View, CA 94040","Fast Food, Burgers",Mountain View,CA,SF Bay Area
In-N-Out,in-n-out-burger-redwood-city,https://www.yelp.com/biz/in-n-out-burger-redwood-city,237,3.5,-122.227839,37.4906207,FALSE,(800) 786-1000,949 Veterans Blvd,"Redwood City, CA 94063","Burgers, Fast Food",Mountain View,CA,SF Bay Area
In-N-Out,in-n-out-burger-san-carlos,https://www.yelp.com/biz/in-n-out-burger-san-carlos,250,3.5,-122.2586004,37.51293585,FALSE,(800) 786-1000,445 Industrial Rd,"San Carlos, CA 94070","Burgers, Fast Food",Mountain View,CA,SF Bay Area
In-N-Out,in-n-out-burger-san-jose-5,https://www.yelp.com/biz/in-n-out-burger-san-jose-5,453,4,-121.9218496,37.35029077,FALSE,(800) 786-1000,550 Newhall Dr,"San Jose, CA 95110","Burgers, Fast Food",Mountain View,CA,SF Bay Area
In-N-Out,in-n-out-burger-santa-clara-2,https://www.yelp.com/biz/in-n-out-burger-santa-clara-2,448,4,-121.982106,37.387923,FALSE,(800) 786-1000,3001 Mission College,"Santa Clara, CA 95054","Fast Food, Burgers",Mountain View,CA,SF Bay Area
In-N-Out,in-n-out-burger-sunnyvale,https://www.yelp.com/biz/in-n-out-burger-sunnyvale,505,4,-122.0249513,37.36097321,FALSE,(800) 786-1000,604 E El Camino Real,"Sunnyvale, CA 94087","Fast Food, Burgers",Mountain View,CA,SF Bay Area
Little Sheep Mongolian Hot Pot,little-sheep-mongolian-hot-pot-cupertino-3,https://www.yelp.com/biz/little-sheep-mongolian-hot-pot-cupertino-3,991,4,-122.005883,37.322716,FALSE,(408) 996-9919,19062 Stevens Creek Blvd,"Cupertino, CA 95014","Mongolian, Chinese, Hot Pot",Mountain View,CA,SF Bay Area
Little Sheep Mongolian Hot Pot,little-sheep-mongolian-hot-pot-mountain-view,https://www.yelp.com/biz/little-sheep-mongolian-hot-pot-mountain-view,256,4,-122.078546,37.395085,FALSE,(650) 386-5061,102 Castro St,"Mountain View, CA 94041","Mongolian, Hot Pot, Chinese",Mountain View,CA,SF Bay Area
Sushi Tomi,sushi-tomi-mountain-view-2,https://www.yelp.com/biz/sushi-tomi-mountain-view-2,2006,4,-122.0780665,37.39153034,FALSE,(650) 968-3227,635 W Dana St,"Mountain View, CA 94040","Sushi Bars, Japanese",Mountain View,CA,SF Bay Area
Tacos Guadalajara Taco Truck,guadalajara-taco-truck-oakland,https://www.yelp.com/biz/guadalajara-taco-truck-oakland,168,4.5,-122.21398,37.77195,FALSE,(510) 533-7296,44TH Ave And International Blvd,"Oakland, CA 94620","Food Stands, Mexican",Oakland,CA,SF Bay Area
Asian Box,asian-box-mountain-view,https://www.yelp.com/biz/asian-box-mountain-view,608,4,-122.078665,37.394982,FALSE,(650) 584-3947,142 Castro St,"Mountain View, CA 94041","Gluten-Free, Asian Fusion",Palo Alto,CA,SF Bay Area
Asian Box,asian-box-palo-alto,https://www.yelp.com/biz/asian-box-palo-alto,596,3.5,-122.1598281,37.43869365,FALSE,(650) 391-9305,855 El Camino Real,"Palo Alto, CA 94301",Vietnamese,Palo Alto,CA,SF Bay Area
Crepevine,crepevine-restaurant-mountain-view,https://www.yelp.com/biz/crepevine-restaurant-mountain-view,898,3.5,-122.079965,37.392502,FALSE,(650) 969-6878,300 Castro St,"Mountain View, CA 94041","Breakfast & Brunch, Creperies, American (Traditional)",Palo Alto,CA,SF Bay Area
Crepevine,crepevine-restaurant-palo-alto,https://www.yelp.com/biz/crepevine-restaurant-palo-alto,1202,4,-122.161,37.44698,FALSE,(650) 323-3900,367 University Ave,"Palo Alto, CA 94301","Creperies, American (New)",Palo Alto,CA,SF Bay Area
El Cerrito,el-cerrito-mexican-restaurant-menlo-park,https://www.yelp.com/biz/el-cerrito-mexican-restaurant-menlo-park,148,4,-122.1972198,37.42369461,FALSE,(650) 854-7300,325 Sharon Park Dr,"Menlo Park, CA 94025",Mexican,Palo Alto,CA,SF Bay Area
El Cerrito,el-cerrito-sunnyvale,https://www.yelp.com/biz/el-cerrito-sunnyvale,29,4,-122.02164,37.40336,TRUE,(408) 745-7748,120 Persian Dr,"Sunnyvale, CA 94089",Mexican,Palo Alto,CA,SF Bay Area
Jing-Jing Szechwan & Hunan Gourmet,jing-jing-szechwan-hunan-gourmet-palo-alto-3,https://www.yelp.com/biz/jing-jing-szechwan-hunan-gourmet-palo-alto-3,352,3.5,-122.16306,37.44514,FALSE,(650) 328-6885,443 Emerson St,"Palo Alto, CA 94301",Chinese,Palo Alto,CA,SF Bay Area
La Bodeguita Del Medio,la-bodeguita-del-medio-palo-alto,https://www.yelp.com/biz/la-bodeguita-del-medio-palo-alto,1769,4,-122.1451,37.42539,FALSE,(650) 326-7762,463 S California Ave,"Palo Alto, CA 94306",Cuban,Palo Alto,CA,SF Bay Area
Mandarin Roots,mandarin-roots-palo-alto-4,https://www.yelp.com/biz/mandarin-roots-palo-alto-4,478,4,-122.13601,37.42028,FALSE,(650) 565-8868,3345 El Camino Real,"Palo Alto, CA 94306","Chinese, Asian Fusion",Palo Alto,CA,SF Bay Area
Nola,nola-restaurant-and-bar-palo-alto,https://www.yelp.com/biz/nola-restaurant-and-bar-palo-alto,2612,3.5,-122.1613235,37.44502258,FALSE,(650) 328-2722,535 Ramona St,"Palo Alto, CA 94301","Cajun/Creole, American (New), Lounges",Palo Alto,CA,SF Bay Area
Pizzeria Delfina,pizzeria-delfina-palo-alto,https://www.yelp.com/biz/pizzeria-delfina-palo-alto,421,3.5,-122.1605025,37.4433596,FALSE,(650) 353-2208,651 Emerson St,"Palo Alto, CA 94301","Pizza, Italian",Palo Alto,CA,SF Bay Area
PokeLOVE,pokelove-palo-alto,https://www.yelp.com/biz/pok%C3%A9love-palo-alto,340,3.5,-122.160532,37.438632,FALSE,(650) 800-7388,855 El Camino Real,Ste 9,"Japanese, Hawaiian, Poke",Palo Alto,CA,SF Bay Area
So Gong Dong Tofu House,sgd-tofu-house-san-jose-2,https://www.yelp.com/biz/sgd-tofu-house-san-jose-2,448,4,-121.8566356,37.24953715,FALSE,(408) 227-8583,832 Blossom Hill Rd,"San Jose, CA 95123",Korean,Palo Alto,CA,SF Bay Area
So Gong Dong Tofu House,sgd-tofu-house-santa-clara,https://www.yelp.com/biz/sgd-tofu-house-santa-clara,1083,4,-121.991107,37.351727,FALSE,(408) 261-3030,3450 El Camino Real,Ste 105,Korean,Palo Alto,CA,SF Bay Area
So Gong Dong Tofu House,so-gong-dong-tofu-house-milpitas,https://www.yelp.com/biz/so-gong-dong-tofu-house-milpitas,861,3.5,-121.9116115,37.42812272,FALSE,(408) 262-5454,231 W Calaveras Blvd,"Milpitas, CA 95035",Korean,Palo Alto,CA,SF Bay Area
So Gong Dong Tofu House,so-gong-dong-tofu-house-palo-alto,https://www.yelp.com/biz/so-gong-dong-tofu-house-palo-alto,1399,4,-122.12539,37.413783,FALSE,(650) 424-8805,4127 El Camino Real,"Palo Alto, CA 94306","Korean, Barbeque",Palo Alto,CA,SF Bay Area
So Gong Dong Tofu House,so-gong-dong-tofu-house-san-jose,https://www.yelp.com/biz/so-gong-dong-tofu-house-san-jose,215,4,-121.9741276,37.31883065,FALSE,(408) 261-3255,491 Saratoga Ave,"San Jose, CA 95129",Korean,Palo Alto,CA,SF Bay Area
Sushirrito,sushirrito-palo-alto-13,https://www.yelp.com/biz/sushirrito-palo-alto-13,969,3.5,-122.1597074,37.4476237,FALSE,(650) 600-9696,448 University Ave,"Palo Alto, CA 94301","Sushi Bars, Asian Fusion, Japanese",Palo Alto,CA,SF Bay Area
Sweetgreen,sweetgreen-mountain-view,https://www.yelp.com/biz/sweetgreen-mountain-view,160,3.5,-122.0811747,37.3909795,FALSE,(650) 753-7300,440 Castro St,"Mountain View, CA 94041","Salad, Vegetarian",Palo Alto,CA,SF Bay Area
Sweetgreen,sweetgreen-palo-alto-2,https://www.yelp.com/biz/sweetgreen-palo-alto-2,229,3.5,-122.1609481,37.44470066,FALSE,(415) 212-7385,581 Ramona St,Ste 120,"Salad, Vegetarian",Palo Alto,CA,SF Bay Area
Tacolicious,tacolicious-palo-alto,https://www.yelp.com/biz/tacolicious-palo-alto,742,3.5,-122.161081,37.4434868,FALSE,(415) 649-6077,632 Emerson St,"Palo Alto, CA 94301","Mexican, Cocktail Bars",Palo Alto,CA,SF Bay Area
Tai Pan,tai-pan-palo-alto-3,https://www.yelp.com/biz/tai-pan-palo-alto-3,524,3.5,-122.15977,37.44637,FALSE,(650) 329-9168,560 Waverley St,"Palo Alto, CA 94301",Dim Sum,Palo Alto,CA,SF Bay Area
Tin Pot Creamery,tin-pot-creamery-los-altos,https://www.yelp.com/biz/tin-pot-creamery-los-altos,207,4,-122.11792,37.3786,FALSE,(650) 947-4996,201 1st St,"Los Altos, CA 94022",Ice Cream & Frozen Yogurt,Palo Alto,CA,SF Bay Area
Tin Pot Creamery,tin-pot-creamery-palo-alto,https://www.yelp.com/biz/tin-pot-creamery-palo-alto,896,4.5,-122.1589601,37.43868744,FALSE,(650) 327-1715,855 El Camino Real,Ste 121,"Ice Cream & Frozen Yogurt, Desserts, Coffee & Tea",Palo Alto,CA,SF Bay Area
La Casita Chilanga,la-casita-chilanga-redwood-city-2,https://www.yelp.com/biz/la-casita-chilanga-redwood-city-2,73,4,-122.208503,37.474479,FALSE,(650) 568-0351,2928 Middlefield Rd,"Redwood City, CA 94063",Mexican,Redwood City,CA,SF Bay Area
La Casita Chilanga,la-casita-chilanga-redwood-city-3,https://www.yelp.com/biz/la-casita-chilanga-redwood-city-3,6,4.5,-122.2000656,37.47986984,TRUE,(650) 365-1857,795 5th Ave,"Redwood City, CA 94063",Mexican,Redwood City,CA,SF Bay Area
La Casita Chilanga,la-casita-chilanga-redwood-city-6,https://www.yelp.com/biz/la-casita-chilanga-redwood-city-6,105,3.5,-122.2350311,37.4864056,FALSE,(650) 364-2808,761 El Camino Real,"Redwood City, CA 94063",Mexican,Redwood City,CA,SF Bay Area
La Viga,la-viga-seafood-and-cocina-mexicana-redwood-city,https://www.yelp.com/biz/la-viga-seafood-and-cocina-mexicana-redwood-city,1234,4.5,-122.222857,37.487042,FALSE,(650) 679-8141,1772 Broadway St,"Redwood City, CA 94063","Seafood, Latin American, Mexican",Redwood City,CA,SF Bay Area
Vesta,vesta-redwood-city,https://www.yelp.com/biz/vesta-redwood-city,1473,4.5,-122.2267761,37.48682785,FALSE,(650) 362-5052,2022 Broadway,"Redwood City, CA 94063","Pizza, Tapas/Small Plates, Wine Bars",Redwood City,CA,SF Bay Area
The Refuge,the-refuge-menlo-park,https://www.yelp.com/biz/the-refuge-menlo-park,678,4,-122.1859436,37.45128632,FALSE,(650) 319-8197,1143 Crane St,"Menlo Park, CA 94025","Sandwiches, Burgers, Gastropubs",San Carlos,CA,SF Bay Area
The Refuge,the-refuge-san-carlos,https://www.yelp.com/biz/the-refuge-san-carlos,1877,4,-122.255331,37.50183653,FALSE,(650) 598-9813,963 Laurel St,"San Carlos, CA 94070","Sandwiches, Burgers, Gastropubs",San Carlos,CA,SF Bay Area
b.Patisserie,b-patisserie-san-francisco-2,https://www.yelp.com/biz/b-patisserie-san-francisco-2,2153,4.5,-122.44073,37.78783,FALSE,(415) 440-1700,2821 California St,"San Francisco, CA 94115","Bakeries, Patisserie/Cake Shop, Macarons",San Francisco,CA,SF Bay Area
Beijing Restaurant,beijing-restaurant-san-francisco,https://www.yelp.com/biz/beijing-restaurant-san-francisco,452,3.5,-122.437287,37.723597,FALSE,(415) 333-8182,1801 Alemany Blvd,"San Francisco, CA 94112",Chinese,San Francisco,CA,SF Bay Area
Bi-Rite Creamery,bi-rite-creamery-san-francisco,https://www.yelp.com/biz/bi-rite-creamery-san-francisco,9372,4.5,-122.4257548,37.7615877,FALSE,(415) 626-5600,3692 18th St,"San Francisco, CA 94110","Ice Cream & Frozen Yogurt, Bakeries",San Francisco,CA,SF Bay Area
Burma Superstar,burma-superstar-san-francisco-2,https://www.yelp.com/biz/burma-superstar-san-francisco-2,6316,4,-122.4625397,37.78278732,FALSE,(415) 387-2147,309 Clement St,"San Francisco, CA 94118",Burmese,San Francisco,CA,SF Bay Area
Butler and the Chef Bistro,butler-and-the-chef-bistro-san-francisco,https://www.yelp.com/biz/butler-and-the-chef-bistro-san-francisco,1566,3.5,-122.39421,37.780899,TRUE,(415) 896-2075,155A S Park St,"San Francisco, CA 94107","French, Breakfast & Brunch",San Francisco,CA,SF Bay Area
Cafe Bunn Mi,cafe-bunn-mi-san-francisco,https://www.yelp.com/biz/cafe-bunn-mi-san-francisco,1135,4,-122.46369,37.78273,FALSE,(415) 668-8908,417 Clement St,"San Francisco, CA 94118","Vietnamese, Sandwiches, Noodles",San Francisco,CA,SF Bay Area
Cafe Bunn Mi,cafe-bunn-mi-south-san-francisco,https://www.yelp.com/biz/cafe-bunn-mi-south-san-francisco,192,4,-122.40914,37.65527,FALSE,(650) 745-8883,226 Grand Ave,"South San Francisco, CA 94080","Vietnamese, Sandwiches, Noodles",San Francisco,CA,SF Bay Area
Central Kitchen,central-kitchen-san-francisco,https://www.yelp.com/biz/central-kitchen-san-francisco,532,3.5,-122.4111323,37.75930007,FALSE,(415) 826-7004,3000 20th St,"San Francisco, CA 94110",American (New),San Francisco,CA,SF Bay Area
Craftsman and Wolves,craftsman-and-wolves-san-francisco,https://www.yelp.com/biz/craftsman-and-wolves-san-francisco,1409,4,-122.4218206,37.7609695,FALSE,(415) 913-7713,746 Valencia St,"San Francisco, CA 94110","Bakeries, Cafes, Patisserie/Cake Shop",San Francisco,CA,SF Bay Area
Craftsman and Wolves,craftsman-and-wolves-san-francisco-6,https://www.yelp.com/biz/craftsman-and-wolves-san-francisco-6,45,4,-122.3932846,37.794746,FALSE,,1 Ferry Bldg,"San Francisco, CA 94111",Bakeries,San Francisco,CA,SF Bay Area
Craftsman and Wolves,craftsman-and-wolves-the-den-san-francisco-2,https://www.yelp.com/biz/craftsman-and-wolves-the-den-san-francisco-2,87,4,-122.3912631,37.72690738,FALSE,(415) 423-3337,1598 Yosemite Ave,"San Francisco, CA 94124","Coffee & Tea, Bakeries, Sandwiches",San Francisco,CA,SF Bay Area
Pizzeria Delfina,delfina-san-francisco,https://www.yelp.com/biz/delfina-san-francisco,1980,4,-122.42431,37.76131,FALSE,(415) 552-4055,3621 18th St,"San Francisco, CA 94110","Italian, Wine Bars",San Francisco,CA,SF Bay Area
Deli Board,deli-board-san-francisco,https://www.yelp.com/biz/deli-board-san-francisco,1170,4.5,-122.4070127,37.7776248,FALSE,(415) 552-7687,1058 Folsom St,"San Francisco, CA 94103","Delis, Sandwiches",San Francisco,CA,SF Bay Area
Delicious Dim Sum,delicious-dim-sum-san-francisco,https://www.yelp.com/biz/delicious-dim-sum-san-francisco,836,4,-122.4076004,37.796051,FALSE,(415) 781-0721,752 Jackson St,"San Francisco, CA 94133","Dim Sum, Cantonese",San Francisco,CA,SF Bay Area
Devil's Teeth Baking Company,devils-teeth-baking-company-san-francisco,https://www.yelp.com/biz/devils-teeth-baking-company-san-francisco,1429,4.5,-122.5050075,37.75318245,FALSE,(415) 683-5533,3876 Noriega St,"San Francisco, CA 94122",Bakeries,San Francisco,CA,SF Bay Area
Dinosaurs,dinosaurs-pacifica-3,https://www.yelp.com/biz/dinosaurs-pacifica-3,278,4,-122.4887896,37.6338052,FALSE,(650) 557-1421,50 Eureka Dr,"Pacifica, CA 94044","Vietnamese, Sandwiches",San Francisco,CA,SF Bay Area
Dinosaurs,dinosaurs-san-francisco-4,https://www.yelp.com/biz/dinosaurs-san-francisco-4,853,4,-122.4318349,37.76441547,FALSE,(415) 503-1421,2275 Market St,"San Francisco, CA 94114","Vietnamese, Sandwiches",San Francisco,CA,SF Bay Area
Dinosaurs,dinosaurs-vietnamese-sandwiches-san-francisco-2,https://www.yelp.com/biz/dinosaurs-vietnamese-sandwiches-san-francisco-2,133,4,-122.4034177,37.774824,FALSE,(415) 701-1421,18 Boardman Pl,"San Francisco, CA 94103","Vietnamese, Sandwiches",San Francisco,CA,SF Bay Area
Dinosaurs,dinosaurs-vietnamese-sandwiches-san-francisco-3,https://www.yelp.com/biz/dinosaurs-vietnamese-sandwiches-san-francisco-3,569,4,-122.4725113,37.73154831,FALSE,(415) 334-1421,2522 Ocean Ave,"San Francisco, CA 94132","Sandwiches, Vietnamese, Juice Bars & Smoothies",San Francisco,CA,SF Bay Area
DragonEats,dragoneats-san-francisco,https://www.yelp.com/biz/dragoneats-san-francisco,330,4.5,-122.42292,37.7784199,FALSE,(415) 795-1469,520 Gough St,"San Francisco, CA 94102",Vietnamese,San Francisco,CA,SF Bay Area
DragonEats,dragoneats-san-francisco-3,https://www.yelp.com/biz/dragoneats-san-francisco-3,317,4,-122.395604,37.786299,FALSE,(415) 795-1169,555 Folsom St,"San Francisco, CA 94105",Vietnamese,San Francisco,CA,SF Bay Area
DragonEats,dragoneats-san-francisco-7,https://www.yelp.com/biz/dragoneats-san-francisco-7,152,4.5,-122.45005,37.76937,FALSE,(415) 522-6689,1671 Haight St,"San Francisco, CA 94117",Vietnamese,San Francisco,CA,SF Bay Area
Tacos El Ojo de Agua,el-ojo-de-agua-san-francisco-3,https://www.yelp.com/biz/el-ojo-de-agua-san-francisco-3,14,3.5,-122.3944621,37.7805512,FALSE,(415) 871-4900,551 3rd St,"San Francisco, CA 94130","Food Trucks, Mexican",San Francisco,CA,SF Bay Area
